time	V(1)	V(2)
3.030070947043341e+00	0.000000e+00	-5.615523e-02
3.034953759543341e+00	0.000000e+00	-5.082207e-02
3.039836572043341e+00	0.000000e+00	-4.583470e-02
3.044719384543341e+00	0.000000e+00	-4.117349e-02
3.049602197043341e+00	0.000000e+00	-3.681988e-02
3.054485009543341e+00	0.000000e+00	-3.275626e-02
3.059367822043341e+00	0.000000e+00	-2.896599e-02
3.064250634543341e+00	0.000000e+00	-2.543331e-02
3.069133447043341e+00	0.000000e+00	-2.214330e-02
3.074016259543341e+00	0.000000e+00	-1.908184e-02
3.078899072043341e+00	0.000000e+00	-1.623558e-02
3.083781884543341e+00	0.000000e+00	-1.359188e-02
3.088664697043341e+00	0.000000e+00	-1.113879e-02
3.093547509543341e+00	0.000000e+00	-8.864997e-03
3.098430322043341e+00	0.000000e+00	-6.759821e-03
3.103313134543341e+00	0.000000e+00	-4.813150e-03
3.108195947043341e+00	0.000000e+00	-3.015429e-03
3.113078759543341e+00	0.000000e+00	-1.357627e-03
3.117961572043341e+00	0.000000e+00	1.687914e-04
3.122844384543341e+00	0.000000e+00	1.571890e-03
3.127727197043341e+00	0.000000e+00	2.859288e-03
3.132610009543341e+00	0.000000e+00	4.038181e-03
3.137492822043341e+00	0.000000e+00	5.115365e-03
3.142375634543341e+00	0.000000e+00	6.097254e-03
3.147258447043341e+00	0.000000e+00	6.989906e-03
3.152141259543341e+00	0.000000e+00	7.799037e-03
3.157024072043341e+00	0.000000e+00	8.530039e-03
3.161906884543341e+00	0.000000e+00	9.188002e-03
3.171672509543341e+00	0.000000e+00	1.030373e-02
3.181438134543341e+00	0.000000e+00	1.118140e-02
3.191203759543341e+00	0.000000e+00	1.185229e-02
3.200969384543341e+00	0.000000e+00	1.234411e-02
3.215617822043341e+00	0.000000e+00	1.279910e-02
3.230266259543341e+00	0.000000e+00	1.297722e-02
3.244914697043341e+00	0.000000e+00	1.293774e-02
3.259563134543341e+00	0.000000e+00	1.272967e-02
3.274211572043341e+00	0.000000e+00	1.239346e-02
3.288860009543341e+00	0.000000e+00	1.196225e-02
3.303508447043341e+00	0.000000e+00	1.146315e-02
3.323039697043341e+00	0.000000e+00	1.072939e-02
3.342570947043341e+00	0.000000e+00	9.954108e-03
3.362102197043341e+00	0.000000e+00	9.167291e-03
3.381633447043341e+00	0.000000e+00	8.390643e-03
3.406047509543341e+00	0.000000e+00	7.456897e-03
3.430461572043341e+00	0.000000e+00	6.581791e-03
3.459758447043341e+00	0.000000e+00	5.623538e-03
3.489055322043341e+00	0.000000e+00	4.771821e-03
3.523235009543341e+00	0.000000e+00	3.911380e-03
3.557414697043341e+00	0.000000e+00	3.185325e-03
3.591594384543341e+00	0.000000e+00	2.579977e-03
3.625774072043341e+00	0.000000e+00	2.080080e-03
3.664836572043341e+00	0.000000e+00	1.618479e-03
3.703899072043341e+00	0.000000e+00	1.253875e-03
3.747844384543341e+00	0.000000e+00	9.367977e-04
3.796672509543341e+00	0.000000e+00	6.745060e-04
3.855266259543341e+00	0.000000e+00	4.523873e-04
3.923625634543341e+00	0.000000e+00	2.822057e-04
4.000000000000000e+00	0.000000e+00	1.654753e-04
4.000000000030000e+00	3.000000e-02	2.006434e-04
4.000000000059312e+00	5.931167e-02	2.828111e-04
4.000000000100000e+00	1.000000e-01	4.746769e-04
4.000000000467226e+00	1.000000e-01	2.688692e-03
4.000000000840281e+00	1.000000e-01	4.873942e-03
4.000000001586390e+00	1.000000e-01	9.060428e-03
4.000000003078608e+00	1.000000e-01	1.675663e-02
4.000000006063043e+00	1.000000e-01	2.984985e-02
4.000000011997660e+00	1.000000e-01	5.028697e-02
4.000000018019977e+00	1.000000e-01	6.505504e-02
4.000000026244348e+00	1.000000e-01	7.805454e-02
4.000000034642162e+00	1.000000e-01	8.607559e-02
4.000000046030234e+00	1.000000e-01	9.195112e-02
4.000000058485492e+00	1.000000e-01	9.510125e-02
4.000000075717905e+00	1.000000e-01	9.685687e-02
4.000000096308568e+00	1.000000e-01	9.755420e-02
4.000000775875725e+00	1.000000e-01	9.782319e-02
4.005656820749036e+00	1.000000e-01	8.872257e-02
4.015422445749036e+00	1.000000e-01	7.444252e-02
4.020305258249036e+00	1.000000e-01	6.794301e-02
4.025188070749036e+00	1.000000e-01	6.185497e-02
4.030070883249036e+00	1.000000e-01	5.615530e-02
4.034953695749036e+00	1.000000e-01	5.082214e-02
4.039836508249036e+00	1.000000e-01	4.583476e-02
4.044719320749036e+00	1.000000e-01	4.117355e-02
4.049602133249036e+00	1.000000e-01	3.681993e-02
4.054484945749036e+00	1.000000e-01	3.275631e-02
4.059367758249036e+00	1.000000e-01	2.896604e-02
4.064250570749036e+00	1.000000e-01	2.543335e-02
4.069133383249036e+00	1.000000e-01	2.214334e-02
4.074016195749036e+00	1.000000e-01	1.908188e-02
4.078899008249036e+00	1.000000e-01	1.623561e-02
4.083781820749036e+00	1.000000e-01	1.359191e-02
4.088664633249036e+00	1.000000e-01	1.113882e-02
4.093547445749036e+00	1.000000e-01	8.865026e-03
4.098430258249036e+00	1.000000e-01	6.759847e-03
4.103313070749036e+00	1.000000e-01	4.813174e-03
4.108195883249036e+00	1.000000e-01	3.015452e-03
4.113078695749036e+00	1.000000e-01	1.357648e-03
4.117961508249036e+00	1.000000e-01	-1.687723e-04
4.122844320749036e+00	1.000000e-01	-1.571873e-03
4.127727133249036e+00	1.000000e-01	-2.859272e-03
4.132609945749036e+00	1.000000e-01	-4.038167e-03
4.137492758249036e+00	1.000000e-01	-5.115351e-03
4.142375570749036e+00	1.000000e-01	-6.097242e-03
4.147258383249036e+00	1.000000e-01	-6.989895e-03
4.152141195749036e+00	1.000000e-01	-7.799027e-03
4.157024008249036e+00	1.000000e-01	-8.530030e-03
4.161906820749036e+00	1.000000e-01	-9.187994e-03
4.171672445749036e+00	1.000000e-01	-1.030372e-02
4.181438070749036e+00	1.000000e-01	-1.118140e-02
4.191203695749036e+00	1.000000e-01	-1.185228e-02
4.200969320749036e+00	1.000000e-01	-1.234411e-02
4.215617758249036e+00	1.000000e-01	-1.279910e-02
4.230266195749036e+00	1.000000e-01	-1.297722e-02
4.244914633249036e+00	1.000000e-01	-1.293774e-02
4.259563070749036e+00	1.000000e-01	-1.272967e-02
4.274211508249036e+00	1.000000e-01	-1.239346e-02
4.288859945749036e+00	1.000000e-01	-1.196226e-02
4.303508383249036e+00	1.000000e-01	-1.146315e-02
4.323039633249036e+00	1.000000e-01	-1.072939e-02
4.342570883249036e+00	1.000000e-01	-9.954110e-03
4.362102133249036e+00	1.000000e-01	-9.167294e-03
4.381633383249036e+00	1.000000e-01	-8.390645e-03
4.406047445749036e+00	1.000000e-01	-7.456899e-03
4.430461508249036e+00	1.000000e-01	-6.581794e-03
4.459758383249036e+00	1.000000e-01	-5.623539e-03
4.489055258249036e+00	1.000000e-01	-4.771823e-03
4.523234945749036e+00	1.000000e-01	-3.911381e-03
4.557414633249036e+00	1.000000e-01	-3.185326e-03
4.591594320749036e+00	1.000000e-01	-2.579978e-03
4.625774008249036e+00	1.000000e-01	-2.080081e-03
4.664836508249036e+00	1.000000e-01	-1.618480e-03
4.703899008249036e+00	1.000000e-01	-1.253875e-03
4.747844320749036e+00	1.000000e-01	-9.367981e-04
4.796672445749036e+00	1.000000e-01	-6.745062e-04
4.855266195749036e+00	1.000000e-01	-4.523875e-04
4.923625570749036e+00	1.000000e-01	-2.822058e-04
4.995117187600000e+00	1.000000e-01	-1.713297e-04
5.000000000000000e+00	1.000000e-01	-1.654753e-04
Step Information: Routput=2.5K  (Step: 2/5)
0.000000000000000e+00	0.000000e+00	0.000000e+00
2.556502884272083e-11	2.556503e-02	2.470173e-05
5.014205819204945e-11	5.014206e-02	9.556789e-05
1.000000000000000e-10	1.000000e-01	3.062357e-04
4.589803857395964e-10	1.000000e-01	2.472039e-03
8.193685376977795e-10	1.000000e-01	4.586248e-03
1.540144841614146e-09	1.000000e-01	8.642433e-03
2.981697449446878e-09	1.000000e-01	1.611964e-02
5.864802665112342e-09	1.000000e-01	2.917122e-02
9.928745049438266e-09	1.000000e-01	4.434844e-02
1.430913990808528e-08	1.000000e-01	5.696147e-02
2.023128561698470e-08	1.000000e-01	6.923041e-02
2.774295453486572e-08	1.000000e-01	7.959080e-02
3.770562947236193e-08	1.000000e-01	8.782814e-02
4.880362842764756e-08	1.000000e-01	9.272403e-02
6.297288044495684e-08	1.000000e-01	9.559233e-02
8.002474502060601e-08	1.000000e-01	9.694716e-02
1.037475449654232e-07	1.000000e-01	9.750643e-02
1.129945011166510e-02	1.000000e-01	8.023358e-02
1.618226261166510e-02	1.000000e-01	7.340488e-02
2.106507511166510e-02	1.000000e-01	6.700370e-02
2.594788761166510e-02	1.000000e-01	6.100623e-02
3.083070011166510e-02	1.000000e-01	5.538991e-02
3.571351261166510e-02	1.000000e-01	5.013334e-02
4.059632511166510e-02	1.000000e-01	4.521628e-02
4.547913761166510e-02	1.000000e-01	4.061953e-02
5.036195011166510e-02	1.000000e-01	3.632493e-02
5.524476261166510e-02	1.000000e-01	3.231527e-02
6.012757511166510e-02	1.000000e-01	2.857425e-02
6.501038761166510e-02	1.000000e-01	2.508645e-02
6.989320011166510e-02	1.000000e-01	2.183727e-02
7.477601261166510e-02	1.000000e-01	1.881288e-02
7.965882511166510e-02	1.000000e-01	1.600020e-02
8.454163761166510e-02	1.000000e-01	1.338685e-02
8.942445011166510e-02	1.000000e-01	1.096112e-02
9.430726261166510e-02	1.000000e-01	8.711940e-03
9.919007511166510e-02	1.000000e-01	6.628820e-03
1.040728876116651e-01	1.000000e-01	4.701853e-03
1.089557001116651e-01	1.000000e-01	2.921668e-03
1.138385126116651e-01	1.000000e-01	1.279406e-03
1.187213251116651e-01	1.000000e-01	-2.333068e-04
1.236041376116651e-01	1.000000e-01	-1.624386e-03
1.284869501116651e-01	1.000000e-01	-2.901311e-03
1.333697626116651e-01	1.000000e-01	-4.071146e-03
1.382525751116651e-01	1.000000e-01	-5.140566e-03
1.431353876116651e-01	1.000000e-01	-6.115874e-03
1.480182001116651e-01	1.000000e-01	-7.003021e-03
1.529010126116651e-01	1.000000e-01	-7.807626e-03
1.577838251116651e-01	1.000000e-01	-8.534992e-03
1.626666376116651e-01	1.000000e-01	-9.190122e-03
1.724322626116651e-01	1.000000e-01	-1.030229e-02
1.821978876116651e-01	1.000000e-01	-1.117876e-02
1.919635126116651e-01	1.000000e-01	-1.185032e-02
2.017291376116651e-01	1.000000e-01	-1.234428e-02
2.163775751116651e-01	1.000000e-01	-1.280449e-02
2.310260126116651e-01	1.000000e-01	-1.298942e-02
2.456744501116651e-01	1.000000e-01	-1.295760e-02
2.603228876116651e-01	1.000000e-01	-1.275752e-02
2.749713251116651e-01	1.000000e-01	-1.242918e-02
2.896197626116651e-01	1.000000e-01	-1.200547e-02
3.042682001116651e-01	1.000000e-01	-1.151327e-02
3.237994501116651e-01	1.000000e-01	-1.078758e-02
3.433307001116651e-01	1.000000e-01	-1.001895e-02
3.628619501116651e-01	1.000000e-01	-9.237305e-03
3.823932001116651e-01	1.000000e-01	-8.464409e-03
4.068072626116651e-01	1.000000e-01	-7.533509e-03
4.312213251116651e-01	1.000000e-01	-6.659442e-03
4.605182001116651e-01	1.000000e-01	-5.700456e-03
4.898150751116651e-01	1.000000e-01	-4.846318e-03
5.239947626116651e-01	1.000000e-01	-3.981529e-03
5.581744501116651e-01	1.000000e-01	-3.250076e-03
5.923541376116651e-01	1.000000e-01	-2.638778e-03
6.265338251116651e-01	1.000000e-01	-2.132758e-03
6.655963251116651e-01	1.000000e-01	-1.664297e-03
7.046588251116651e-01	1.000000e-01	-1.293235e-03
7.486041376116651e-01	1.000000e-01	-9.695652e-04
7.974322626116651e-01	1.000000e-01	-7.008961e-04
8.560260126116651e-01	1.000000e-01	-4.724493e-04
9.243853876116651e-01	1.000000e-01	-2.965493e-04
1.000000000100000e+00	1.000000e-01	-1.762098e-04
1.000000000130000e+00	7.000000e-02	-2.113904e-04
1.000000000159334e+00	4.066635e-02	-2.936680e-04
1.000000000200000e+00	0.000000e+00	-4.854940e-04
1.000000000567532e+00	0.000000e+00	-2.701925e-03
1.000000000940898e+00	0.000000e+00	-4.889507e-03
1.000000001687630e+00	0.000000e+00	-9.080314e-03
1.000000003181093e+00	0.000000e+00	-1.678394e-02
1.000000006168020e+00	0.000000e+00	-2.988890e-02
1.000000012102692e+00	0.000000e+00	-5.032578e-02
1.000000018126971e+00	0.000000e+00	-6.509720e-02
1.000000026351237e+00	0.000000e+00	-7.809456e-02
1.000000034751483e+00	0.000000e+00	-8.611602e-02
1.000000046140115e+00	0.000000e+00	-9.199002e-02
1.000000058599009e+00	0.000000e+00	-9.513967e-02
1.000000075833482e+00	0.000000e+00	-9.689447e-02
1.000000096431248e+00	0.000000e+00	-9.759142e-02
1.000000776353277e+00	0.000000e+00	-9.786012e-02
1.005659862376593e+00	0.000000e+00	-8.880336e-02
1.015425487376593e+00	0.000000e+00	-7.459290e-02
1.020308299876593e+00	0.000000e+00	-6.812179e-02
1.025191112376593e+00	0.000000e+00	-6.205817e-02
1.030073924876593e+00	0.000000e+00	-5.637928e-02
1.034956737376593e+00	0.000000e+00	-5.106355e-02
1.039839549876593e+00	0.000000e+00	-4.609055e-02
1.044722362376593e+00	0.000000e+00	-4.144092e-02
1.049605174876593e+00	0.000000e+00	-3.709634e-02
1.054487987376593e+00	0.000000e+00	-3.303944e-02
1.059370799876593e+00	0.000000e+00	-2.925379e-02
1.064253612376593e+00	0.000000e+00	-2.572382e-02
